1;Алтайский край,Алтай,Алтайском крае,Алтайским краем;{"name":"Алтайский край", "genName":"Алтайского края", "datName":"Алтайскому краю", "accName":"Алтайский край", "insName":"Алтайским краем", "locName":"Алтайском крае", capital:"Барнаул"}
2;Амурская область,Амурской области,Амурскую область,Амурской областью;{"name":"Амурская область", "genName":"Амурской области", "datName":"Амурской области", "accName":"Амурскую область", "insName":"Амурской областью", "locName":"Амурской области", capital:"Благовещенск"}
3;Архангельская область,Архангельской области,Архангельскую область,Архангельской областью;{"name":"Архангельская область", "genName":"Архангельской области", "datName":"Архангельской области", "accName":"Архангельскую область", "insName":"Архангельской областью", "locName":"Архангельской области", capital:"Архангельск"}
4;Астраханская область,Астраханской области,Астраханскую область,Астраханской областью;{"name":"Астраханская область", "genName":"Астраханской области", "datName":"Астраханской области", "accName":"Архангельскую область", "insName":"Астраханской областью", "locName":"Астраханской области", capital:"Астрахань"}
5;Белгородская область,Белгородской области,Белгородскую область,Белгородской областью;{"name":"Белгородская область", "genName":"Белгородской области", "datName":"Белгородской области", "accName":"Белгородскую область", "insName":"Белгородской областью", "locName":"Белгородской области", capital:"Белгород"}
6;Брянская область,Брянской области,Брянскую область,Брянской областью;{"name":"Брянская область", "genName":"Брянской области", "datName":"Брянской области", "accName":"Брянскую область", "insName":"Брянской областью", "locName":"Брянской области", capital:"Брянск"}
7;Владимирская область,Владимирской области,Владимирскую область,Владимирской областью;{"name":"Владимирская область", "genName":"Владимирской области", "datName":"Владимирской области", "accName":"Владимирскую область", "insName":"Владимирской областью", "locName":"Владимирской области", capital:"Владимир"}
8;Волгоградская область,Волгоградской области,Волгоградскую область,Волгоградской областью;{"name":"Волгоградская область", "genName":"Волгоградской области", "datName":"Волгоградской области", "accName":"Волгоградскую область", "insName":"Волгоградской областью", "locName":"Волгоградской области", capital:"Волгоград"}
9;Вологодская область,Вологодской области,Вологодскую область,Вологодской областью;{"name":"Вологодская область", "genName":"Вологодской области", "datName":"Вологодской области", "accName":"Вологодскую область", "insName":"Вологодской областью", "locName":"Вологодской области", capital:"Вологда"}
10;Воронежская область,Воронежской области,Воронежскую область,Воронежской областью;{"name":"Воронежская область", "genName":"Воронежской области", "datName":"Воронежской области", "accName":"Воронежскую область", "insName":"Воронежской областью", "locName":"Воронежской области", capital:"Воронеж"}
11;Еврейская автономная область,Еврейская АО,Еврейской автономной области,Еврейской АО,Еврейскую автономную область,Еврейскую AO,Еврейской автономной областью;{"name":"Еврейская автономная область", "genName":"Еврейской автономной области", "datName":"Еврейской автономной области", "accName":"Еврейскую автономную область", "insName":"Еврейской автономной областью", "locName":"Еврейской автономной области", capital:"Биробиджан"}
12;Забайкальский край,Забайкалье,Забайкальском крае,Забайкальским краем;{"name":"Забайкальский край", "genName":"Забайкальского края", "datName":"Забайкальскому краю", "accName":"Забайкальский край", "insName":"Забайкальским краем", "locName":"Забайкальском крае", capital:"Чита"}
13;Ивановская область,Ивановской области,Ивановскую область,Ивановской областью;{"name":"Ивановская область", "genName":"Ивановской области", "datName":"Ивановской области", "accName":"Ивановскую область", "insName":"Ивановской областью", "locName":"Ивановской области", capital:"Иваново"}
14;Иркутская область,Иркутской области,Иркутскую область,Иркутской областью;{"name":"Иркутская область", "genName":"Иркутской области", "datName":"Иркутской области", "accName":"Иркутскую область", "insName":"Иркутской областью", "locName":"Иркутской области", capital:"Иркутск"}
15;Кабардино-Балкарская Республика,Кабардино-Балкария,Кабардино Балкария,Кабардино-Балкарской республике,Кабардино-Балкарии,Кабардино-Балкарской Республики,Кабардино-Балкарскую Республику,Кабардино-Балкарской Республикой,Кабардино Балкарской Республикой,Кабардино-Балкарией,Кабардино Балкарией;{"name":"Кабардино-Балкарская Республика", "genName":"Кабардино-Балкарской Республики", "datName":"Кабардино-Балкарской Республике", "accName":"Кабардино-Балкарскую Республику", "insName":"Кабардино-Балкарской Республикой", "locName":"Кабардино-Балкарской Республике", capital:"Нальчик"}
16;Калининградская область,Калининградской области,Калининградскую область,Калининградской областью;{"name":"Калининградская область", "genName":"Калининградской области", "datName":"Калининградской области", "accName":"Калининградскую область", "insName":"Калининградской областью", "locName":"Калининградской области", capital:"Калинингард"}
17;Калужская область,Калужской области,Калужскую область,Калужской областью;{"name":"Калужская область", "genName":"Калужской области", "datName":"Калужской области", "accName":"Калужскую область", "insName":"Калужской областью", "locName":"Калужской области", capital:"Калуга"}
18;Камчатский край,Камчатка,Камчатском крае,Камчатке,Камчатским краем,Камчаткой;{"name":"Камчатский край", "genName":"Камчатского края", "datName":"Камчатскому краю", "accName":"Камчатский край", "insName":"Камчатским краем", "locName":"Камчатском крае", capital:"Петропавловск-Камчатский"}
19;Карачаево-Черкесская Республика,Карачаево Черкесская Республика,Карачаево-Черкессия,Карачаево Черкессия,Карачаево-Черкесской Республики,Карачаево Черкесской Республики,Карачаево-Черкессии,Карачаево Черкессии,Карачаево-Черкесскую Республику,Карачаево Черкесскую Республику,Карачаево-Черкессию,Карачаево Черкессию,Карачаево-Черкесской Республике,Карачаево Черкесской Республике,Карачаево-Черкесской Республикой,Карачаево Черкесской Республикой,Карачаево-Черкессией,Карачаево Черкессией;{"name":"Карачаево-Черкесская Республика", "genName":"Карачаево-Черкесской Республики", "datName":"Карачаево-Черкесской Республике", "accName":"Карачаево-Черкесскую Республику", "insName":"Карачаево-Черкесской Республикой", "locName":"Карачаево-Черкесской Республике", capital:"Черкесск"}
