1;21st century classical,music 21st century classical,21st century classical music,классика XXI века,классика 21 века,музыка классика xxi века,музыка классика 21 века,классика xxi века музыка,классика 21 века музыка;{"ru":{"name":"Классика XXI века"},"en":{"name":"21st century classical"}}
2;432hz,music 432hz,432hz music,432hz,432гц,музыка 432гц,музыка 432hz,432hz музыка,432гц музыка;{"ru":{"name":"432гц"},"en":{"name":"432hz"}}
3;8-bit,music 8-bit,8-bit music,8-бит,8-разрядный,музыка 8-бит,музыка 8-разрядный,8-бит музыка,8-разрядная музыка;{"ru":{"name":"8-бит"},"en":{"name":"8-bit"}}
4;a cappella,music a cappella,a cappella music,капелла,а капелла,музыка а капелла,музыка капелла,а капелла музыка,капелла музыка;{"ru":{"name":"А капелла"},"en":{"name":"A cappella"}}
5;aarhus indie,music aarhus indie,aarhus indie music,орхус инди,музыка орхус инди,музыка орхус инди,орхус инди музыка,орхус инди музыка;{"ru":{"name":"Орхус инди"},"en":{"name":"Aarhus indie"}}
6;aberdeen indie,music aberdeen indie,aberdeen indie music,абердин инди,музыка абердин инди,музыка абердин инди,абердин инди музыка,абердин инди музыка;{"ru":{"name":"Абердин инди"},"en":{"name":"Aberdeen indie"}}
7;abstract,music abstract,abstract music,аннотация,абстрактный,музыка абстрактный,музыка аннотация,абстрактная музыка,аннотация музыка;{"ru":{"name":"Абстрактный"},"en":{"name":"Abstract"}}
8;abstract beats,music abstract beats,abstract beats music,абстрактные ритмы,абстрактные биты,музыка абстрактные биты,музыка абстрактные ритмы,абстрактные биты музыка,абстрактные ритмы музыка;{"ru":{"name":"Абстрактные биты"},"en":{"name":"Abstract beats"}}
9;abstract hip hop,music abstract hip hop,abstract hip hop music,абстрактный хип-хоп,музыка абстрактный хип-хоп,музыка абстрактный хип-хоп,абстрактный хип-хоп музыка,абстрактный хип-хоп музыка;{"ru":{"name":"Абстрактный хип-хоп"},"en":{"name":"Abstract hip hop"}}
10;abstract idm,music abstract idm,abstract idm music,абстрактный idm,абстрактный идм,музыка абстрактный идм,музыка абстрактный idm,абстрактная идм музыка,абстрактный idm музыка;{"ru":{"name":"Абстрактный идм"},"en":{"name":"Abstract idm"}}
11;abstractro,music abstractro,abstractro music,abstractro,абстракто,музыка абстракто,музыка abstractro,абстракто музыка,abstractro музыка;{"ru":{"name":"Абстракто"},"en":{"name":"Abstractro"}}
12;accordeon,music accordeon,accordeon music,accordion,music accordion,accordion music,акордеон,аккордеон,музыка аккордеон,музыка акордеон,аккордеон музыка,акордеон музыка;{"ru":{"name":"Аккордеон"},"en":{"name":"Accordeon"}}
13;heavy metal,heavy metal music,music heavy metal,тяжелый металл,тяжелый метал,хэви металл,хэви метал,музыка хэви метал,музыка хэви металл,музыка тяжелый металл,музыка тяжелый метал,тяжелый метал музыка,хэви метал музыка,тяжелая металл музыка,тяжелая метал музыка,тяжелый металл музыка,хэви металл музыка;{"ru":{"name":"Тяжёлый металл"},"en":{"name":"Heavy Metal"}}
